fecha,hora,precio_predicho,precio_real,error_absoluto
2025-04-03,16,167.8949,129.5621,38.3328
2025-04-03,17,168.0963,129.5621,38.5342
2025-04-03,18,173.3823,158.8531,14.5292
2025-04-03,19,170.6012,158.8531,11.7481
2025-04-03,20,162.7612,158.8531,3.9081
2025-04-03,21,151.5935,158.8531,7.2596
2025-04-03,22,137.9751,129.6678,8.3073
2025-04-03,23,131.8466,84.9581,46.8885
2025-04-04,0,119.6009,84.9905,34.6104
2025-04-04,1,116.3715,84.9905,31.381
2025-04-04,2,115.1277,84.9905,30.1372
2025-04-04,3,115.3784,84.9905,30.3879
2025-04-04,4,116.9846,92.1745,24.8101
2025-04-04,5,123.4312,84.9905,38.4407
2025-04-04,6,133.4421,108.6419,24.8002
2025-04-04,7,141.3814,127.9712,13.4102
2025-04-04,8,149.4655,108.6419,40.8236
2025-04-04,9,154.4263,127.9712,26.4551
2025-04-04,10,157.7313,155.4228,2.3085
2025-04-04,11,159.1817,155.4228,3.7589
2025-04-04,12,161.5058,155.4228,6.083
2025-04-04,13,160.3458,155.4228,4.923
2025-04-04,14,162.2687,161.083,1.1857
2025-04-04,15,163.6378,161.083,2.5548
2025-04-04,16,163.4692,161.083,2.3862
2025-04-04,17,161.2111,161.083,0.1281
2025-04-04,18,164.6198,155.4707,9.1491
2025-04-04,19,164.9386,155.4707,9.4679
2025-04-04,20,157.6644,155.4707,2.1937
2025-04-04,21,150.8638,155.4707,4.6069
2025-04-04,22,135.6213,126.9499,8.6714
2025-04-04,23,129.3167,126.9499,2.3668
2025-04-05,0,127.2371,107.2968,19.9403
2025-04-05,1,121.4247,107.2968,14.1279
2025-04-05,2,119.7025,107.2968,12.4057
2025-04-05,3,117.0739,107.2968,9.7771
2025-04-05,4,113.5577,107.2968,6.2609
2025-04-05,5,116.1111,92.6924,23.4187
2025-04-05,6,120.3242,85.4568,34.8674
2025-04-05,7,128.8243,108.2007,20.6236
2025-04-05,8,137.8752,108.2007,29.6745
2025-04-05,9,148.1329,119.1353,28.9976
2025-04-05,10,151.6315,119.1353,32.4962
2025-04-05,11,152.9533,119.1353,33.818
2025-04-05,12,150.2381,119.1353,31.1028
2025-04-05,13,146.8453,119.1353,27.71
2025-04-05,14,146.7126,119.1353,27.5773
2025-04-05,15,147.135,119.1353,27.9997
2025-04-05,16,147.3488,119.1353,28.2135
2025-04-05,17,146.114,108.2007,37.9133
2025-04-05,18,149.725,152.0175,2.2925
2025-04-05,19,147.8292,154.5725,6.7433
2025-04-05,20,143.3158,154.5725,11.2567
2025-04-05,21,137.7581,135.0899,2.6682
2025-04-05,22,125.5479,107.2968,18.2511
2025-04-05,23,116.9991,107.2968,9.7023
2025-04-06,0,116.8159,106.4791,10.3368
2025-04-06,1,114.5938,92.7563,21.8375
2025-04-06,2,110.2114,92.7563,17.4551
2025-04-06,3,106.5525,92.7563,13.7962
2025-04-06,4,105.557,92.7563,12.8007
2025-04-06,5,104.1862,92.7563,11.4299
2025-04-06,6,105.5998,81.7781,23.8217
2025-04-06,7,108.8019,84.8306,23.9713
2025-04-06,8,116.9231,84.8306,32.0925
2025-04-06,9,121.5464,79.0858,42.4606
2025-04-06,10,121.9863,84.8306,37.1557
2025-04-06,11,121.0282,84.8306,36.1976
2025-04-06,12,122.7511,84.8306,37.9205
2025-04-06,13,121.3646,84.8306,36.534
2025-04-06,14,122.0409,84.8306,37.2103
2025-04-06,15,122.3878,84.8306,37.5572
2025-04-06,16,124.0859,84.8306,39.2553
2025-04-06,17,124.772,84.8306,39.9414
2025-04-06,18,134.6607,120.5656,14.0951
2025-04-06,19,137.6607,120.5656,17.0951
2025-04-06,20,136.0355,120.5656,15.4699
2025-04-06,21,129.2645,107.53,21.7345
2025-04-06,22,115.6463,84.9212,30.7251
2025-04-06,23,110.2931,84.9212,25.3719
2025-04-07,0,104.3064,81.7818,22.5246
2025-04-07,1,100.5689,79.4696,21.0993
2025-04-07,2,99.2812,60.0066,39.2746
2025-04-07,3,97.8527,60.0066,37.8461
2025-04-07,4,103.6285,81.7818,21.8467
2025-04-07,5,112.7406,85.2446,27.496
2025-04-07,6,126.4403,85.8114,40.6289
2025-04-07,7,135.1559,85.8114,49.3445
2025-04-07,8,139.9851,108.3969,31.5882
2025-04-07,9,145.0491,108.3969,36.6522
2025-04-07,10,152.2797,108.3969,43.8828
2025-04-07,11,158.2061,130.2163,27.9898
2025-04-07,12,161.7879,130.2163,31.5716
2025-04-07,13,161.1231,130.2163,30.9068
2025-04-07,14,162.9918,130.2163,32.7755
2025-04-07,15,164.5218,130.2163,34.3055
2025-04-07,16,168.6466,130.2163,38.4303
2025-04-07,17,166.7249,130.2163,36.5086
2025-04-07,18,167.7248,126.9698,40.755
2025-04-07,19,168.3238,126.9698,41.354
2025-04-07,20,160.7358,126.9698,33.766
2025-04-07,21,149.53,126.9698,22.5602
2025-04-07,22,135.3504,85.2446,50.1058
2025-04-07,23,124.2828,85.2446,39.0382
2025-04-08,0,118.0359,78.8696,39.1663
2025-04-08,1,113.5214,59.9382,53.5832
2025-04-08,2,110.959,59.9382,51.0208
2025-04-08,3,109.4946,59.9382,49.5564
2025-04-08,4,112.2341,59.9382,52.2959
2025-04-08,5,121.6376,78.8696,42.768
2025-04-08,6,134.3022,85.1136,49.1886
2025-04-08,7,141.4744,85.1136,56.3608
2025-04-08,8,145.777,113.8017,31.9753
2025-04-08,9,148.274,113.8017,34.4723
2025-04-08,10,153.0862,107.9932,45.093
2025-04-08,11,156.8191,107.9932,48.8259
2025-04-08,12,158.7729,107.9932,50.7797
2025-04-08,13,156.5935,107.9932,48.6003
2025-04-08,14,161.4796,107.9932,53.4864
2025-04-08,15,165.2605,107.9932,57.2673
2025-04-08,16,166.2286,107.9932,58.2354
2025-04-08,17,165.4886,113.8017,51.6869
2025-04-08,18,166.5671,118.1353,48.4318
2025-04-08,19,165.0036,118.1353,46.8683
2025-04-08,20,159.722,105.7375,53.9845
2025-04-08,21,149.5509,79.088,70.4629
2025-04-08,22,133.2582,59.9382,73.32
2025-04-08,23,121.7449,63.646,58.0989
2025-04-09,0,114.8518,48.807,66.0448
2025-04-09,1,110.934,48.807,62.127
2025-04-09,2,110.5174,48.807,61.7104
2025-04-09,3,108.7956,48.807,59.9886
2025-04-09,4,113.1437,65.9312,47.2125
2025-04-09,5,121.6166,63.2052,58.4114
2025-04-09,6,133.0711,60.5986,72.4725
2025-04-09,7,141.2279,79.447,61.7809
2025-04-09,8,144.9982,79.7033,65.2949
2025-04-09,9,149.3302,79.7033,69.6269
2025-04-09,10,151.4474,79.7033,71.7441
2025-04-09,11,157.5347,79.7033,77.8314
2025-04-09,12,159.8683,85.486,74.3823
2025-04-09,13,160.7293,85.486,75.2433
2025-04-09,14,159.5412,85.486,74.0552
2025-04-09,15,162.2946,85.486,76.8086
2025-04-09,16,162.3951,85.486,76.9091
2025-04-09,17,162.7756,85.486,77.2896
2025-04-09,18,166.996,103.278,63.718
2025-04-09,19,168.8317,113.5247,55.307
2025-04-09,20,162.4479,103.278,59.1699
2025-04-09,21,153.5249,60.5238,93.0011
2025-04-09,22,138.8261,59.5232,79.3029
2025-04-09,23,125.5601,59.5232,66.0369
2025-04-10,0,117.4606,59.5152,57.9454
2025-04-10,1,114.5329,59.5152,55.0177
2025-04-10,2,113.3867,59.5152,53.8715
2025-04-10,3,112.2775,59.5152,52.7623
2025-04-10,4,113.4298,59.5152,53.9146
2025-04-10,5,119.9351,79.0093,40.9258
2025-04-10,6,134.1736,85.4719,48.7017
2025-04-10,7,143.9116,85.4719,58.4397
2025-04-10,8,150.9066,85.4719,65.4347
2025-04-10,9,156.0206,85.4719,70.5487
2025-04-10,10,157.1767,85.4719,71.7048
2025-04-10,11,161.3845,85.4719,75.9126
2025-04-10,12,161.7574,85.4719,76.2855
2025-04-10,13,161.4051,85.4719,75.9332
2025-04-10,14,161.7927,85.4719,76.3208
2025-04-10,15,164.265,85.4719,78.7931
2025-04-10,16,167.8949,85.4719,82.423
2025-04-10,17,168.0963,85.4719,82.6244
2025-04-10,18,173.3823,113.6307,59.7516
2025-04-10,19,170.6012,113.6307,56.9705
2025-04-10,20,162.7612,113.6307,49.1305
2025-04-10,21,151.5935,79.2783,72.3152
2025-04-10,22,137.9751,59.5152,78.4599
2025-04-10,23,131.8466,59.5152,72.3314
2025-04-11,0,119.6009,59.6446,59.9563
2025-04-11,1,116.3715,59.6446,56.7269
2025-04-11,2,115.1277,59.6446,55.4831
2025-04-11,3,115.3784,59.6446,55.7338
2025-04-11,4,116.9846,59.6446,57.34
2025-04-11,5,123.4312,59.6446,63.7866
2025-04-11,6,133.4421,86.7074,46.7347
2025-04-11,7,141.3814,90.6161,50.7653
2025-04-11,8,149.4655,107.7151,41.7504
2025-04-11,9,154.4263,85.5538,68.8725
2025-04-11,10,157.7313,85.5538,72.1775
2025-04-11,11,159.1817,90.6161,68.5656
2025-04-11,12,161.5058,90.6161,70.8897
2025-04-11,13,160.3458,90.6161,69.7297
2025-04-11,14,162.2687,85.5538,76.7149
2025-04-11,15,163.6378,90.6161,73.0217
2025-04-11,16,163.4692,90.6161,72.8531
2025-04-11,17,161.2111,85.5538,75.6573
2025-04-11,18,164.6198,118.6514,45.9684
2025-04-11,19,164.9386,118.6514,46.2872
2025-04-11,20,157.6644,124.3482,33.3162
2025-04-11,21,150.8638,118.6514,32.2124
2025-04-11,22,135.6213,78.9131,56.7082
2025-04-11,23,129.3167,78.6852,50.6315
2025-04-12,0,127.2371,59.8243,67.4128
2025-04-12,1,121.4247,59.8243,61.6004
2025-04-12,2,119.7025,59.8243,59.8782
2025-04-12,3,117.0739,59.8243,57.2496
2025-04-12,4,113.5577,59.8243,53.7334
2025-04-12,5,116.1111,59.8243,56.2868
2025-04-12,6,120.3242,60.1777,60.1465
2025-04-12,7,128.8243,60.1777,68.6466
2025-04-12,8,137.8752,79.2066,58.6686
2025-04-12,9,148.1329,79.2066,68.9263
2025-04-12,10,151.6315,60.1777,91.4538
2025-04-12,11,152.9533,60.1777,92.7756
2025-04-12,12,150.2381,123.5111,26.727
2025-04-12,13,146.8453,113.3657,33.4796
2025-04-12,14,146.7126,100.6618,46.0508
2025-04-12,15,147.135,100.6618,46.4732
2025-04-12,16,147.3488,100.6618,46.687
2025-04-12,17,146.114,91.2095,54.9045
2025-04-12,18,149.725,123.4444,26.2806
2025-04-12,19,147.8292,113.3863,34.4429
2025-04-12,20,143.3158,113.3863,29.9295
2025-04-12,21,137.7581,100.5944,37.1637
2025-04-12,22,125.5479,59.8243,65.7236
2025-04-12,23,116.9991,59.8243,57.1748
2025-04-13,0,116.8159,59.5523,57.2636
2025-04-13,1,114.5938,59.5523,55.0415
2025-04-13,2,110.2114,59.5523,50.6591
2025-04-13,3,106.5525,59.5523,47.0002
2025-04-13,4,105.557,59.5523,46.0047
2025-04-13,5,104.1862,59.5523,44.6339
2025-04-13,6,105.5998,60.2166,45.3832
2025-04-13,7,108.8019,2.7778,106.0241
2025-04-13,8,116.9231,60.2166,56.7065
2025-04-13,9,121.5464,60.2166,61.3298
2025-04-13,10,121.9863,60.2166,61.7697
2025-04-13,11,121.0282,60.2166,60.8116
2025-04-13,12,122.7511,60.2166,62.5345
2025-04-13,13,121.3646,85.6475,35.7171
2025-04-13,14,122.0409,91.9553,30.0856
2025-04-13,15,122.3878,91.9553,30.4325
2025-04-13,16,124.0859,100.5437,23.5422
2025-04-13,17,124.772,118.2721,6.4999
2025-04-13,18,134.6607,118.3118,16.3489
2025-04-13,19,137.6607,118.3118,19.3489
2025-04-13,20,136.0355,118.3118,17.7237
2025-04-13,21,129.2645,100.8288,28.4357
2025-04-13,22,115.6463,78.589,37.0573
2025-04-13,23,110.2931,78.589,31.7041
2025-04-14,0,104.3064,59.7242,44.5822
2025-04-14,1,100.5689,50.3347,50.2342
2025-04-14,2,99.2812,50.3347,48.9465
2025-04-14,3,97.8527,63.4187,34.434
2025-04-14,4,103.6285,63.4187,40.2098
2025-04-14,5,112.7406,63.4187,49.3219
2025-04-14,6,126.4403,85.7137,40.7266
2025-04-14,7,135.1559,85.7137,49.4422
2025-04-14,8,139.9851,79.5172,60.4679
2025-04-14,9,145.0491,85.7137,59.3354
2025-04-14,10,152.2797,85.7137,66.566
2025-04-14,11,158.2061,91.1377,67.0684
2025-04-14,12,161.7879,109.4664,52.3215
2025-04-14,13,161.1231,109.4664,51.6567
2025-04-14,14,162.9918,119.5527,43.4391
2025-04-14,15,164.5218,119.5527,44.9691
2025-04-14,16,168.6466,119.5527,49.0939
2025-04-14,17,166.7249,109.4664,57.2585
2025-04-14,18,167.7248,119.5696,48.1552
2025-04-14,19,168.3238,119.5696,48.7542
2025-04-14,20,160.7358,119.5696,41.1662
2025-04-14,21,149.53,119.5696,29.9604
2025-04-14,22,135.3504,84.9215,50.4289
2025-04-14,23,124.2828,59.7242,64.5586
2025-04-15,0,118.0359,59.8092,58.2267
2025-04-15,1,113.5214,59.8092,53.7122
2025-04-15,2,110.959,59.8092,51.1498
2025-04-15,3,109.4946,59.8092,49.6854
2025-04-15,4,112.2341,85.0675,27.1666
2025-04-15,5,121.6376,85.0675,36.5701
2025-04-15,6,134.3022,79.5569,54.7453
2025-04-15,7,141.4744,85.7293,55.7451
2025-04-15,8,145.777,110.0824,35.6946
2025-04-15,9,148.274,110.0824,38.1916
2025-04-15,10,153.0862,118.5735,34.5127
2025-04-15,11,156.8191,118.5735,38.2456
2025-04-15,12,158.7729,148.5061,10.2668
2025-04-15,13,156.5935,148.5061,8.0874
2025-04-15,14,161.4796,148.5061,12.9735
2025-04-15,15,165.2605,148.5061,16.7544
2025-04-15,16,166.2286,148.5061,17.7225
2025-04-15,17,165.4886,148.5061,16.9825
2025-04-15,18,166.5671,144.2796,22.2875
2025-04-15,19,165.0036,144.2796,20.724
2025-04-15,20,159.722,118.6821,41.0399
2025-04-15,21,149.5509,118.6821,30.8688
2025-04-15,22,133.2582,78.9565,54.3017
2025-04-15,23,121.7449,85.8406,35.9043
2025-04-16,0,114.8518,85.6322,29.2196
2025-04-16,1,110.934,85.6322,25.3018
2025-04-16,2,110.5174,78.7648,31.7526
2025-04-16,3,108.7956,78.7648,30.0308
2025-04-16,4,113.1437,78.7648,34.3789
2025-04-16,5,121.6166,78.7648,42.8518
2025-04-16,6,133.0711,79.4524,53.6187
2025-04-16,7,141.2279,79.4524,61.7755
2025-04-16,8,144.9982,103.479,41.5192
2025-04-16,9,149.3302,103.479,45.8512
2025-04-16,10,151.4474,103.479,47.9684
2025-04-16,11,157.5347,103.479,54.0557
2025-04-16,12,159.8683,79.4524,80.4159
2025-04-16,13,160.7293,79.4524,81.2769
2025-04-16,14,159.5412,79.4524,80.0888
2025-04-16,15,162.2946,79.4524,82.8422
2025-04-16,16,162.3951,79.4524,82.9427
2025-04-16,17,162.7756,79.4524,83.3232
2025-04-16,18,166.996,103.5864,63.4096
2025-04-16,19,168.8317,103.5864,65.2453
2025-04-16,20,162.4479,103.5864,58.8615
2025-04-16,21,153.5249,103.5864,49.9385
2025-04-16,22,138.8261,102.7867,36.0394
2025-04-16,23,125.5601,102.7867,22.7734
2025-04-17,0,117.4606,78.5388,38.9218
2025-04-17,1,114.5329,59.5658,54.9671
2025-04-17,2,113.3867,59.5658,53.8209
2025-04-17,3,112.2775,59.5658,52.7117
2025-04-17,4,113.4298,59.5658,53.864
2025-04-17,5,119.9351,59.5658,60.3693
2025-04-17,6,134.1736,14.281,119.8926
2025-04-17,7,143.9116,63.9715,79.9401
2025-04-17,8,150.9066,63.9715,86.9351
2025-04-17,9,156.0206,63.9715,92.0491
2025-04-17,10,157.1767,85.9016,71.2751
2025-04-17,11,161.3845,85.9016,75.4829
2025-04-17,12,161.7574,85.9016,75.8558
2025-04-17,13,161.4051,85.9016,75.5035
2025-04-17,14,161.7927,79.0126,82.7801
2025-04-17,15,164.265,79.0126,85.2524
2025-04-17,16,167.8949,103.1922,64.7027
2025-04-17,17,168.0963,103.1922,64.9041
2025-04-17,18,173.3823,103.3867,69.9956
2025-04-17,19,170.6012,103.3867,67.2145
2025-04-17,20,162.7612,103.3867,59.3745
2025-04-17,21,151.5935,103.3867,48.2068
2025-04-17,22,137.9751,103.1747,34.8004
2025-04-17,23,131.8466,103.1747,28.6719
2025-04-18,0,119.6009,78.5843,41.0166
2025-04-18,1,116.3715,78.5843,37.7872
2025-04-18,2,115.1277,85.436,29.6917
2025-04-18,3,115.3784,59.4767,55.9017
2025-04-18,4,116.9846,63.1559,53.8287
2025-04-18,5,123.4312,59.4767,63.9545
2025-04-18,6,133.4421,59.5949,73.8472
2025-04-18,7,141.3814,63.2813,78.1001
2025-04-18,8,149.4655,63.2813,86.1842
2025-04-18,9,154.4263,59.5949,94.8314
2025-04-18,10,157.7313,85.4606,72.2707
2025-04-18,11,159.1817,85.4606,73.7211
2025-04-18,12,161.5058,85.4606,76.0452
2025-04-18,13,160.3458,59.5949,100.7509
2025-04-18,14,162.2687,59.5949,102.6738
2025-04-18,15,163.6378,59.5949,104.0429
2025-04-18,16,163.4692,85.4606,78.0086
2025-04-18,17,161.2111,85.4606,75.7505
2025-04-18,18,164.6198,103.3808,61.239
2025-04-18,19,164.9386,103.3808,61.5578
2025-04-18,20,157.6644,103.3808,54.2836
2025-04-18,21,150.8638,103.3808,47.483
2025-04-18,22,135.6213,103.1889,32.4324
2025-04-18,23,129.3167,103.1889,26.1278
2025-04-19,0,127.2371,78.6235,48.6136
2025-04-19,1,121.4247,78.6235,42.8012
2025-04-19,2,119.7025,78.6235,41.079
2025-04-19,3,117.0739,78.6235,38.4504
2025-04-19,4,113.5577,78.6235,34.9342
2025-04-19,5,116.1111,78.6235,37.4876
2025-04-19,6,120.3242,78.61,41.7142
2025-04-19,7,128.8243,59.5529,69.2714
2025-04-19,8,137.8752,78.61,59.2652
2025-04-19,9,148.1329,78.61,69.5229
2025-04-19,10,151.6315,78.61,73.0215
2025-04-19,11,152.9533,78.61,74.3433
2025-04-19,12,150.2381,78.61,71.6281
2025-04-19,13,146.8453,78.61,68.2353
2025-04-19,14,146.7126,78.61,68.1026
2025-04-19,15,147.135,78.61,68.525
2025-04-19,16,147.3488,103.2641,44.0847
2025-04-19,17,146.114,103.2641,42.8499
2025-04-19,18,149.725,103.3397,46.3853
2025-04-19,19,147.8292,103.3397,44.4895
2025-04-19,20,143.3158,78.6599,64.6559
2025-04-19,21,137.7581,103.3397,34.4184
2025-04-19,22,125.5479,103.1718,22.3761
2025-04-19,23,116.9991,103.1718,13.8273
2025-04-20,0,116.8159,78.563,38.2529
2025-04-20,1,114.5938,78.563,36.0308
2025-04-20,2,110.2114,78.563,31.6484
2025-04-20,3,106.5525,78.563,27.9895
2025-04-20,4,105.557,78.563,26.994
2025-04-20,5,104.1862,78.563,25.6232
2025-04-20,6,105.5998,78.5577,27.0421
2025-04-20,7,108.8019,61.4678,47.3341
2025-04-20,8,116.9231,78.5577,38.3654
2025-04-20,9,121.5464,78.5577,42.9887
2025-04-20,10,121.9863,78.5577,43.4286
2025-04-20,11,121.0282,85.9537,35.0745
2025-04-20,12,122.7511,85.9537,36.7974
2025-04-20,13,121.3646,85.9537,35.4109
2025-04-20,14,122.0409,85.9537,36.0872
2025-04-20,15,122.3878,85.9537,36.4341
2025-04-20,16,124.0859,78.5577,45.5282
2025-04-20,17,124.772,124.699,0.073
2025-04-20,18,134.6607,121.915,12.7457
2025-04-20,19,137.6607,159.3215,21.6608
2025-04-20,20,136.0355,159.3215,23.286
2025-04-20,21,129.2645,159.3215,30.057
2025-04-20,22,115.6463,126.8892,11.2429
2025-04-20,23,110.2931,126.8892,16.5961
2025-04-21,0,104.3064,121.147,16.8406
2025-04-21,1,100.5689,78.6475,21.9214
2025-04-21,2,99.2812,78.6475,20.6337
2025-04-21,3,97.8527,78.6475,19.2052
2025-04-21,4,103.6285,78.6475,24.981
2025-04-21,5,112.7406,84.7879,27.9527
2025-04-21,6,126.4403,86.1857,40.2546
2025-04-21,7,135.1559,121.8839,13.272
2025-04-21,8,139.9851,121.8839,18.1012
2025-04-21,9,145.0491,121.8839,23.1652
2025-04-21,10,152.2797,121.8839,30.3958
2025-04-21,11,158.2061,143.2567,14.9494
2025-04-21,12,161.7879,157.2587,4.5292
2025-04-21,13,161.1231,157.2587,3.8644
2025-04-21,14,162.9918,159.9018,3.09
2025-04-21,15,164.5218,121.8839,42.6379
2025-04-21,16,168.6466,121.8839,46.7627
2025-04-21,17,166.7249,121.8839,44.841
2025-04-21,18,167.7248,127.2978,40.427
2025-04-21,19,168.3238,122.178,46.1458
2025-04-21,20,160.7358,122.178,38.5578
2025-04-21,21,149.53,122.178,27.352
2025-04-21,22,135.3504,121.147,14.2034
2025-04-21,23,124.2828,91.414,32.8688
2025-04-22,0,118.0359,85.0927,32.9432
2025-04-22,1,113.5214,85.0927,28.4287
2025-04-22,2,110.959,85.0927,25.8663
2025-04-22,3,109.4946,85.595,23.8996
2025-04-22,4,112.2341,85.0927,27.1414
2025-04-22,5,121.6376,103.6337,18.0039
2025-04-22,6,134.3022,128.0248,6.2774
2025-04-22,7,141.4744,128.0248,13.4496
2025-04-22,8,145.777,128.0248,17.7522
2025-04-22,9,148.274,128.0248,20.2492
2025-04-22,10,153.0862,128.0248,25.0614
2025-04-22,11,156.8191,122.2384,34.5807
2025-04-22,12,158.7729,128.0248,30.7481
2025-04-22,13,156.5935,122.2384,34.3551
2025-04-22,14,161.4796,122.2384,39.2412
2025-04-22,15,165.2605,125.3782,39.8823
2025-04-22,16,166.2286,122.2384,43.9902
2025-04-22,17,165.4886,122.2384,43.2502
2025-04-22,18,166.5671,145.148,21.4191
2025-04-22,19,165.0036,145.148,19.8556
2025-04-22,20,159.722,139.1653,20.5567
2025-04-22,21,149.5509,139.1653,10.3856
2025-04-22,22,133.2582,121.2305,12.0277
2025-04-22,23,121.7449,112.215,9.5299
2025-04-23,0,114.8518,85.4097,29.4421
2025-04-23,1,110.934,85.4097,25.5243
2025-04-23,2,110.5174,85.4097,25.1077
2025-04-23,3,108.7956,85.4097,23.3859
2025-04-23,4,113.1437,85.4097,27.734
2025-04-23,5,121.6166,105.617,15.9996
2025-04-23,6,133.0711,111.2013,21.8698
2025-04-23,7,141.2279,111.2013,30.0266
2025-04-23,8,144.9982,111.2013,33.7969
2025-04-23,9,149.3302,111.2013,38.1289
2025-04-23,10,151.4474,111.2013,40.2461
2025-04-23,11,157.5347,126.0005,31.5342
2025-04-23,12,159.8683,126.0005,33.8678
2025-04-23,13,160.7293,126.0005,34.7288
2025-04-23,14,159.5412,126.0005,33.5407
2025-04-23,15,162.2946,126.0005,36.2941
2025-04-23,16,162.3951,128.1462,34.2489
2025-04-23,17,162.7756,126.7274,36.0482
2025-04-23,18,166.996,126.195,40.801
2025-04-23,19,168.8317,126.195,42.6367
2025-04-23,20,162.4479,126.195,36.2529
2025-04-23,21,153.5249,123.7994,29.7255
2025-04-23,22,138.8261,121.315,17.5111
2025-04-23,23,125.5601,86.0757,39.4844
2025-04-24,0,117.4606,103.6508,13.8098
2025-04-24,1,114.5329,103.6508,10.8821
2025-04-24,2,113.3867,103.6508,9.7359
2025-04-24,3,112.2775,91.4909,20.7866
2025-04-24,4,113.4298,103.6508,9.779
2025-04-24,5,119.9351,121.6846,1.7495
2025-04-24,6,134.1736,123.955,10.2186
2025-04-24,7,143.9116,123.955,19.9566
2025-04-24,8,150.9066,123.955,26.9516
2025-04-24,9,156.0206,108.8445,47.1761
2025-04-24,10,157.1767,108.8445,48.3322
2025-04-24,11,161.3845,123.955,37.4295
2025-04-24,12,161.7574,123.955,37.8024
2025-04-24,13,161.4051,123.955,37.4501
2025-04-24,14,161.7927,123.955,37.8377
2025-04-24,15,164.265,141.6015,22.6635
2025-04-24,16,167.8949,141.6015,26.2934
2025-04-24,17,168.0963,141.6015,26.4948
2025-04-24,18,173.3823,159.9411,13.4412
2025-04-24,19,170.6012,159.9411,10.6601
2025-04-24,20,162.7612,159.9411,2.8201
2025-04-24,21,151.5935,159.9411,8.3476
2025-04-24,22,137.9751,127.7911,10.184
2025-04-24,23,131.8466,103.6508,28.1958
2025-04-25,0,119.6009,109.7547,9.8462
2025-04-25,1,116.3715,85.6955,30.676
2025-04-25,2,115.1277,85.6955,29.4322
2025-04-25,3,115.3784,85.6955,29.6829
2025-04-25,4,116.9846,92.3163,24.6683
2025-04-25,5,123.4312,109.7547,13.6765
2025-04-25,6,133.4421,108.0122,25.4299
2025-04-25,7,141.3814,108.0122,33.3692
2025-04-25,8,149.4655,108.0122,41.4533
2025-04-25,9,154.4263,140.3012,14.1251
2025-04-25,10,157.7313,140.3012,17.4301
2025-04-25,11,159.1817,140.3012,18.8805
2025-04-25,12,161.5058,140.3012,21.2046
2025-04-25,13,160.3458,140.3012,20.0446
2025-04-25,14,162.2687,146.3116,15.9571
2025-04-25,15,163.6378,165.1406,1.5028
2025-04-25,16,163.4692,165.1406,1.6714
2025-04-25,17,161.2111,165.1406,3.9295
2025-04-25,18,164.6198,164.4804,0.1394
2025-04-25,19,164.9386,192.5597,27.6211
2025-04-25,20,157.6644,192.5597,34.8953
2025-04-25,21,150.8638,192.5597,41.6959
2025-04-25,22,135.6213,157.8816,22.2603
2025-04-25,23,129.3167,145.9311,16.6144
2025-04-26,0,127.2371,122.8774,4.3597
2025-04-26,1,121.4247,108.1003,13.3244
2025-04-26,2,119.7025,86.3375,33.365
2025-04-26,3,117.0739,86.3375,30.7364
2025-04-26,4,113.5577,86.3375,27.2202
2025-04-26,5,116.1111,92.5173,23.5938
2025-04-26,6,120.3242,91.155,29.1692
2025-04-26,7,128.8243,107.0175,21.8068
2025-04-26,8,137.8752,107.0175,30.8577
2025-04-26,9,148.1329,107.0175,41.1154
2025-04-26,10,151.6315,107.0175,44.614
2025-04-26,11,152.9533,131.6033,21.35
2025-04-26,12,150.2381,131.6033,18.6348
2025-04-26,13,146.8453,131.6033,15.242
2025-04-26,14,146.7126,131.6033,15.1093
2025-04-26,15,147.135,131.6033,15.5317
2025-04-26,16,147.3488,131.6033,15.7455
2025-04-26,17,146.114,131.6033,14.5107
2025-04-26,18,149.725,130.0665,19.6585
2025-04-26,19,147.8292,138.4394,9.3898
2025-04-26,20,143.3158,138.4394,4.8764
2025-04-26,21,137.7581,138.4394,0.6813
2025-04-26,22,125.5479,126.224,0.6761
2025-04-26,23,116.9991,122.8774,5.8783
2025-04-27,0,116.8159,115.2708,1.5451
2025-04-27,1,114.5938,102.788,11.8058
2025-04-27,2,110.2114,102.788,7.4234
2025-04-27,3,106.5525,102.788,3.7645
2025-04-27,4,105.557,102.788,2.769
2025-04-27,5,104.1862,61.7781,42.4081
2025-04-27,6,105.5998,61.9981,43.6017
2025-04-27,7,108.8019,65.8736,42.9283
2025-04-27,8,116.9231,119.4736,2.5505
2025-04-27,9,121.5464,119.4736,2.0728
2025-04-27,10,121.9863,119.4736,2.5127
2025-04-27,11,121.0282,122.4271,1.3989
2025-04-27,12,122.7511,122.4271,0.324
2025-04-27,13,121.3646,122.4271,1.0625
2025-04-27,14,122.0409,122.4271,0.3862
2025-04-27,15,122.3878,122.4271,0.0393
2025-04-27,16,124.0859,122.4271,1.6588
2025-04-27,17,124.772,122.4271,2.3449
2025-04-27,18,134.6607,126.6221,8.0386
2025-04-27,19,137.6607,126.6221,11.0386
2025-04-27,20,136.0355,126.6221,9.4134
2025-04-27,21,129.2645,126.6221,2.6424
2025-04-27,22,115.6463,61.7781,53.8682
2025-04-27,23,110.2931,61.7781,48.515
2025-04-28,0,104.3064,80.2962,24.0102
2025-04-28,1,100.5689,61.5864,38.9825
2025-04-28,2,99.2812,61.5864,37.6948
2025-04-28,3,97.8527,61.5864,36.2663
2025-04-28,4,103.6285,61.5864,42.0421
